current,total,id,name,firstname,lastname,age,date,place,country,nationality,height,weight,injured,photo
10,42,907,R. Lukaku,Romelu Menama,Lukaku Bolingoli,31,1993-05-13,Antwerpen,Belgium,Belgium,191 cm,93 kg,false,https://media.api-sports.io/football/players/907.png
10,42,983,L. Bailey,Leon Patrick,Bailey Butler,27,1997-08-09,Kingston,Jamaica,Jamaica,178 cm,77 kg,false,https://media.api-sports.io/football/players/983.png
10,42,1904,B. Kamara,Boubacar Bernard,Kamara,25,1999-11-23,Marseille,France,France,184 cm,68 kg,false,https://media.api-sports.io/football/players/1904.png
10,42,2291,M. Kovačić,Mateo,Kovačić,30,1994-05-06,Linz,Austria,Croatia,177 cm,78 kg,false,https://media.api-sports.io/football/players/2291.png
10,42,2490,J. Lerma,Jefferson Andrés,Lerma Solís,30,1994-10-25,Cerrito,Colombia,Colombia,179 cm,70 kg,false,https://media.api-sports.io/football/players/2490.png
10,42,2922,L. Dendoncker,Leander,Dendoncker,29,1995-04-15,Passendale,Belgium,Belgium,188 cm,83 kg,false,https://media.api-sports.io/football/players/2922.png
10,42,15799,F. Onyeka,Ogochukwu Frank,Onyeka,26,1998-01-01,Maiduguri,Nigeria,Nigeria,183 cm,70 kg,false,https://media.api-sports.io/football/players/15799.png
10,42,19192,J. Ramsey,Jacob Matthew,Ramsey,23,2001-05-28,,England,England,180 cm,,false,https://media.api-sports.io/football/players/19192.png
10,42,19974,I. Toney,Ivan Benjamin Elijah,Toney,28,1996-03-16,Northampton,England,England,185 cm,88 kg,false,https://media.api-sports.io/football/players/19974.png
10,42,30476,Lyanco,Lyanco Evangelista,Silveira Neves Vojnović,27,1997-02-01,Vitória,Brazil,Brazil,187 cm,85 kg,false,https://media.api-sports.io/football/players/30476.png
10,42,64304,K. Kozłowski,Kacper Szymon,Kozłowski,21,2003-10-16,Koszalin,Poland,Poland,182 cm,67 kg,false,https://media.api-sports.io/football/players/64304.png
10,42,130423,B. Gilmour,Billy Clifford,Gilmour,23,2001-06-11,Irvine,Scotland,Scotland,170 cm,60 kg,false,https://media.api-sports.io/football/players/130423.png
10,42,161671,I. Zabarnyi,Illia,Zabarnyi,22,2002-09-01,Kyiv,Ukraine,Ukraine,189 cm,80 kg,false,https://media.api-sports.io/football/players/161671.png
10,42,167663,T. McGill,Thomas Peter Wayne,McGill,24,2000-03-25,Belleville,Canada,Canada,185 cm,80 kg,false,https://media.api-sports.io/football/players/167663.png
10,42,206254,M. Kerkez,Miloš,Kerkez,21,2003-11-07,Vrbas,Serbia,Hungary,180 cm,71 kg,false,https://media.api-sports.io/football/players/206254.png
10,42,278133,O. Bobb,Oscar,Bobb,21,2003-07-12,,Norway,Norway,174 cm,,false,https://media.api-sports.io/football/players/278133.png
10,42,342191,A. Mazilu,Adrian,Mazilu,19,2005-09-13,Constanța,Romania,Romania,186 cm,,false,https://media.api-sports.io/football/players/342191.png
11,42,727,R. Nelson,Reiss Luke,Nelson,25,1999-12-10,,England,England,175 cm,71 kg,false,https://media.api-sports.io/football/players/727.png
11,42,766,R. Olsen,Robin Patrick,Olsen,34,1990-01-08,Malmö,Sweden,Sweden,198 cm,89 kg,false,https://media.api-sports.io/football/players/766.png
11,42,2724,L. Digne,Lucas,Digne,31,1993-07-20,Meaux,France,France,178 cm,74 kg,false,https://media.api-sports.io/football/players/2724.png
11,42,7029,J. Gauci,Joe Anthony,Gauci,24,2000-07-04,Adelaide,Australia,Australia,194 cm,88 kg,false,https://media.api-sports.io/football/players/7029.png
11,42,19016,C. Chambers,Calum,Chambers,29,1995-01-20,Petersfield,England,England,182 cm,66 kg,false,https://media.api-sports.io/football/players/19016.png
11,42,19071,E. Buendía,Emiliano,Buendía Stati,28,1996-12-25,Mar del Plata,Argentina,Argentina,172 cm,72 kg,false,https://media.api-sports.io/football/players/19071.png
11,42,19177,K. Hause,Kortney Paul Duncan,Hause,29,1995-07-16,Redbridge,England,England,191 cm,77 kg,false,https://media.api-sports.io/football/players/19177.png
11,42,19191,J. McGinn,John,McGinn,30,1994-10-18,Glasgow,Scotland,Scotland,178 cm,68 kg,false,https://media.api-sports.io/football/players/19191.png
11,42,19298,M. Cash,Matthew Stuart,Cash,27,1997-08-07,Slough,England,Poland,185 cm,79 kg,false,https://media.api-sports.io/football/players/19298.png
11,42,19354,E. Konsa,Ezri,Konsa Ngoyo,27,1997-10-23,London,England,England,183 cm,73 kg,false,https://media.api-sports.io/football/players/19354.png
11,42,19599,E. Martínez,Damián Emiliano,Martínez Romero,32,1992-09-02,Mar del Plata,Argentina,Argentina,195 cm,88 kg,false,https://media.api-sports.io/football/players/19599.png
11,42,21090,Diego Carlos,Diego Carlos,Santos Silva,31,1993-03-15,Barra Bonita,Brazil,Brazil,186 cm,79 kg,false,https://media.api-sports.io/football/players/21090.png
11,42,46815,Pau Torres,Pau,Francisco Torres,27,1997-01-16,Villarreal,Spain,Spain,191 cm,80 kg,false,https://media.api-sports.io/football/players/46815.png
11,42,47547,Álex Moreno,Alexandre,Moreno Lopera,31,1993-06-08,Sant Sadurní d'Anoia,Spain,Spain,179 cm,68 kg,false,https://media.api-sports.io/football/players/47547.png
11,42,138816,I. Maatsen,Ian Ethan,Maatsen,22,2002-03-10,Vlaardingen,Netherlands,Netherlands,178 cm,57 kg,false,https://media.api-sports.io/football/players/138816.png
11,42,169291,V. Sinisalo,Viljami Kari Veikko,Sinisalo,23,2001-10-11,,Finland,Finland,190 cm,,false,https://media.api-sports.io/football/players/169291.png
11,42,283026,M. Biereth,Mika,Miles Biereth,21,2003-02-08,London,England,Denmark,187 cm,69 kg,false,https://media.api-sports.io/football/players/283026.png
11,42,298128,K. Kesler-Hayden,Kaine,Kesler-Hayden,22,2002-10-23,,England,England,175 cm,,false,https://media.api-sports.io/football/players/298128.png
11,42,312118,J. Feeney,Joshua,Feeney,19,2005-05-06,,Scotland,England,193 cm,,false,https://media.api-sports.io/football/players/312118.png
11,42,342320,K. Nedeljković,Kosta,Nedeljković,19,2005-12-16,,Serbia,Serbia,,,false,https://media.api-sports.io/football/players/342320.png
12,42,49,T. Partey,Thomas,Teye Partey,31,1993-06-13,Odumase Krobo,Ghana,Ghana,185 cm,77 kg,false,https://media.api-sports.io/football/players/49.png
12,42,641,O. Zinchenko,Oleksandr,Zinchenko,28,1996-12-15,Radomyshl,Ukraine,Ukraine,175 cm,64 kg,false,https://media.api-sports.io/football/players/641.png
12,42,643,Gabriel Jesus,Gabriel Fernando,de Jesus,27,1997-04-03,São Paulo,Brazil,Brazil,175 cm,73 kg,false,https://media.api-sports.io/football/players/643.png
12,42,978,K. Havertz,Kai Lukas,Havertz,25,1999-06-11,Aachen,Germany,Germany,193 cm,83 kg,false,https://media.api-sports.io/football/players/978.png
12,42,1117,K. Tierney,Kieran,Tierney,27,1997-06-05,Douglas,Scotland,Scotland,178 cm,70 kg,false,https://media.api-sports.io/football/players/1117.png
12,42,1161,E. Smith Rowe,Emile,Smith Rowe,24,2000-07-28,Croydon,England,England,182 cm,79 kg,false,https://media.api-sports.io/football/players/1161.png
12,42,1427,A. Sambi Lokonga,Albert-Mboyo,Sambi Lokonga,25,1999-10-22,,Belgium,Belgium,173 cm,67 kg,false,https://media.api-sports.io/football/players/1427.png
12,42,1468,E. Nketiah,Edward,Keddar Nketiah,25,1999-05-30,,England,England,175 cm,72 kg,false,https://media.api-sports.io/football/players/1468.png
12,42,1946,L. Trossard,Leandro,Trossard,30,1994-12-04,Maasmechelen,Belgium,Belgium,172 cm,61 kg,false,https://media.api-sports.io/football/players/1946.png
12,42,2289,Jorginho,Jorge Luiz,Frello Filho,33,1991-12-20,Imbituba,Brazil,Italy,180 cm,65 kg,false,https://media.api-sports.io/football/players/2289.png
12,42,2597,T. Tomiyasu,Takehiro,Tomiyasu,26,1998-11-05,Fukuoka,Japan,Japan,187 cm,84 kg,false,https://media.api-sports.io/football/players/2597.png
12,42,2937,D. Rice,Declan,Rice,25,1999-01-14,London,England,England,188 cm,84 kg,false,https://media.api-sports.io/football/players/2937.png
12,42,19959,B. White,Benjamin William,White,27,1997-10-08,Poole,England,England,186 cm,76 kg,false,https://media.api-sports.io/football/players/19959.png
12,42,22090,W. Saliba,William Alain André Gabriel,Saliba,23,2001-03-24,Bondy,France,France,192 cm,92 kg,false,https://media.api-sports.io/football/players/22090.png
12,42,22224,Gabriel Magalhães,Gabriel,dos Santos Magalhães,27,1997-12-19,São Paulo,Brazil,Brazil,190 cm,78 kg,false,https://media.api-sports.io/football/players/22224.png
12,42,37127,M. Ødegaard,Martin,Ødegaard,26,1998-12-17,Drammen,Norway,Norway,178 cm,68 kg,false,https://media.api-sports.io/football/players/37127.png
12,42,38746,J. Timber,Jurriën David Norman,Timber,23,2001-06-17,Utrecht,Netherlands,Netherlands,179 cm,79 kg,false,https://media.api-sports.io/football/players/38746.png
12,42,41725,Fábio Vieira,Fábio Daniel,Ferreira Vieira,24,2000-05-30,Santa Maria da Feira,Portugal,Portugal,170 cm,58 kg,false,https://media.api-sports.io/football/players/41725.png
12,42,61431,J. Kiwior,Jakub Piotr,Kiwior,24,2000-02-15,Tychy,Poland,Poland,189 cm,75 kg,false,https://media.api-sports.io/football/players/61431.png
12,42,127769,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,23,2001-06-18,Guarulhos,Brazil,Brazil,178 cm,75 kg,false,https://media.api-sports.io/football/players/127769.png
13,42,1746,J. Worrall,Joseph Adrian,Worrall,27,1997-01-10,Nottingham,England,England,193 cm,64 kg,false,https://media.api-sports.io/football/players/1746.png
13,42,1902,D. Ćaleta-Car,Duje,Ćaleta-Car,28,1996-09-17,Šibenik,Croatia,Croatia,192 cm,89 kg,false,https://media.api-sports.io/football/players/1902.png
13,42,2726,K. Zouma,Kurt Happy,Zouma,30,1994-10-27,Lyon,France,France,190 cm,96 kg,false,https://media.api-sports.io/football/players/2726.png
13,42,2864,A. Isak,Alexander,Isak,25,1999-09-21,Stockholm,Sweden,Sweden,192 cm,77 kg,false,https://media.api-sports.io/football/players/2864.png
13,42,2919,M. Sels,Matz Willy Els,Sels,32,1992-02-26,Lint,Belgium,Belgium,188 cm,75 kg,false,https://media.api-sports.io/football/players/2919.png
13,42,2939,C. Wilson,Callum Eddie Graham,Wilson,32,1992-02-27,Coventry,England,England,180 cm,66 kg,false,https://media.api-sports.io/football/players/2939.png
13,42,17365,H. Toffolo,Harry Stefano,Toffolo,29,1995-08-19,Welwyn Garden City,England,England,183 cm,71 kg,false,https://media.api-sports.io/football/players/17365.png
13,42,19610,O. Richards,Omar,Tyrell Crawford Richards,26,1998-02-15,,England,England,174 cm,69 kg,false,https://media.api-sports.io/football/players/19610.png
13,42,30435,D. Kulusevski,Dejan,Kulusevski,24,2000-04-25,,Sweden,Sweden,186 cm,80 kg,false,https://media.api-sports.io/football/players/30435.png
13,42,50999,M. Turner,Matthew Charles,Turner,30,1994-06-24,Park Ridge,USA,USA,191 cm,84 kg,false,https://media.api-sports.io/football/players/50999.png
13,42,82855,T. King,Thomas Lloyd,King,29,1995-03-09,Plymouth,England,Wales,194 cm,80 kg,false,https://media.api-sports.io/football/players/82855.png
13,42,129711,B. Johnson,Brennan Price,Johnson,23,2001-05-23,Nottingham,England,Wales,186 cm,73 kg,false,https://media.api-sports.io/football/players/129711.png
13,42,138780,N. Williams,Neco Shay,Williams,23,2001-04-13,Wrexham,Wales,Wales,183 cm,72 kg,false,https://media.api-sports.io/football/players/138780.png
13,42,147835,A. Omobamidele,Andrew Abiola,Omobamidele,22,2002-06-23,Dublin,Republic of Ireland,Republic of Ireland,188 cm,,false,https://media.api-sports.io/football/players/147835.png
13,42,169295,K. Hein,Karl Jakob,Hein,22,2002-04-13,Põlva,Estonia,Estonia,193 cm,86 kg,false,https://media.api-sports.io/football/players/169295.png
13,42,195103,João Gomes,João Victor,Gomes da Silva,23,2001-02-12,Rio de Janeiro,Brazil,Brazil,176 cm,74 kg,false,https://media.api-sports.io/football/players/195103.png
13,42,284278,M. Ndiweni,Michael Nqobile,Ndiweni,21,2003-12-02,,England,England,,,false,https://media.api-sports.io/football/players/284278.png
13,42,293164,A. Diallo,Amadou,Diallo,21,2003-02-15,,England,England,,,false,https://media.api-sports.io/football/players/293164.png
13,42,328104,B. Parkinson,Ben,Parkinson,19,2005-03-10,,England,England,,,false,https://media.api-sports.io/football/players/328104.png
13,42,349987,G. Kuol,Garang,Mawien Kuol,20,2004-09-15,Cairo,Egypt,Australia,175 cm,68 kg,false,https://media.api-sports.io/football/players/349987.png
14,42,723,Joelinton,Joelinton Cássio,Apolinário de Lira,28,1996-08-14,Aliança,Brazil,Brazil,186 cm,81 kg,false,https://media.api-sports.io/football/players/723.png
14,42,1463,J. Willock,Joseph George,Willock,25,1999-08-20,,England,England,179 cm,71 kg,false,https://media.api-sports.io/football/players/1463.png
14,42,2507,M. Almirón,Miguel Ángel,Almirón Rejala,30,1994-02-10,Asunción,Paraguay,Paraguay,174 cm,70 kg,false,https://media.api-sports.io/football/players/2507.png
14,42,10135,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,27,1997-11-16,Rio de Janeiro,Brazil,Brazil,182 cm,74 kg,false,https://media.api-sports.io/football/players/10135.png
14,42,18778,H. Barnes,Harvey Lewis,Barnes,27,1997-12-09,Burnley,England,England,174 cm,66 kg,false,https://media.api-sports.io/football/players/18778.png
14,42,18899,I. Hayden,Isaac Scott,Hayden,29,1995-03-22,Chelmsford,England,England,185 cm,79 kg,false,https://media.api-sports.io/football/players/18899.png
14,42,18901,S. Longstaff,Sean David,Longstaff,27,1997-10-30,Newcastle upon Tyne,England,England,180 cm,65 kg,false,https://media.api-sports.io/football/players/18901.png
14,42,19163,J. Murphy,Jacob Kai,Murphy,29,1995-02-24,London,England,England,179 cm,74 kg,false,https://media.api-sports.io/football/players/19163.png
14,42,31146,S. Tonali,Sandro,Tonali,24,2000-05-08,,Italy,Italy,181 cm,79 kg,false,https://media.api-sports.io/football/players/31146.png
14,42,138787,A. Gordon,Anthony Michael,Gordon,23,2001-02-24,Liverpool,England,England,183 cm,72 kg,false,https://media.api-sports.io/football/players/138787.png
14,42,138906,J. White,Joe Peter,White,22,2002-10-01,Carlisle,England,England,186 cm,,false,https://media.api-sports.io/football/players/138906.png
14,42,284291,J. Turner-Cooke,Jay,Turner-Cooke,21,2003-12-31,South Shields,England,England,,,false,https://media.api-sports.io/football/players/284291.png
14,42,284373,L. De Bolle,Lucas,De Bolle,22,2002-10-22,,England,Scotland,,,false,https://media.api-sports.io/football/players/284373.png
14,42,284375,J. Huntley,James Alan,Huntley,20,2004-03-02,,England,England,,,false,https://media.api-sports.io/football/players/284375.png
14,42,313671,C. Thompson,Ciaran James,Thompson,20,2004-10-17,North Shields,England,England,,,false,https://media.api-sports.io/football/players/313671.png
14,42,318056,A. Murphy,Alex,Murphy,20,2004-06-25,Galway,Republic of Ireland,Republic of Ireland,,,false,https://media.api-sports.io/football/players/318056.png
14,42,328105,L. Miley,Lewis,Miley,18,2006-05-01,,England,England,185 cm,,false,https://media.api-sports.io/football/players/328105.png
14,42,340919,E. Stanton,Ellis Christopher,Stanton,19,2005-02-19,Farringdon,England,England,,,false,https://media.api-sports.io/football/players/340919.png
14,42,352210,D. Charlton,Dylan Harry,Charlton,18,2006-07-02,Gateshead,England,England,,,false,https://media.api-sports.io/football/players/352210.png
14,42,384585,T. Hernes,Travis Enrique,Hernes,19,2005-11-04,,Norway,Norway,,,false,https://media.api-sports.io/football/players/384585.png
15,42,169,K. Trippier,Kieran John,Trippier,34,1990-09-19,Bury,England,England,178 cm,71 kg,false,https://media.api-sports.io/football/players/169.png
15,42,897,M. Greenwood,Mason Will John,Greenwood,23,2001-10-01,Bradford,England,England,181 cm,70 kg,false,https://media.api-sports.io/football/players/897.png
15,42,2806,F. Schär,Fabian Lukas,Schär,33,1991-12-20,Wil,Switzerland,Switzerland,186 cm,84 kg,false,https://media.api-sports.io/football/players/2806.png
15,42,2855,E. Krafth,Emil Henry Kristoffer,Krafth,30,1994-08-02,Stockholm,Sweden,Sweden,184 cm,83 kg,false,https://media.api-sports.io/football/players/2855.png
15,42,18737,J. Ruddy,John Thomas Gordon,Ruddy,38,1986-10-24,St Ives,England,England,192 cm,96 kg,false,https://media.api-sports.io/football/players/18737.png
15,42,18886,M. Dúbravka,Martin,Dúbravka,35,1989-01-15,Žilina,Slovakia,Slovakia,190 cm,83 kg,false,https://media.api-sports.io/football/players/18886.png
15,42,18894,J. Lascelles,Jamaal,Lascelles,31,1993-11-11,Derby,England,England,188 cm,89 kg,false,https://media.api-sports.io/football/players/18894.png
15,42,18911,N. Pope,Nicholas David,Pope,32,1992-04-19,Soham,England,England,191 cm,76 kg,false,https://media.api-sports.io/football/players/18911.png
15,42,18941,M. Targett,Matthew Robert,Targett,29,1995-09-18,Eastleigh,England,England,183 cm,70 kg,false,https://media.api-sports.io/football/players/18941.png
15,42,18961,D. Burn,Daniel Johnson,Burn,32,1992-05-09,Blyth,England,England,198 cm,87 kg,false,https://media.api-sports.io/football/players/18961.png
15,42,19076,J. Lewis,Jamal Piaras,Lewis,26,1998-01-25,,England,Northern Ireland,178 cm,70 kg,false,https://media.api-sports.io/football/players/19076.png
15,42,38734,S. Botman,Sven Adriaan,Botman,24,2000-01-12,Badhoevedorp,Netherlands,Netherlands,193 cm,81 kg,false,https://media.api-sports.io/football/players/38734.png
15,42,44912,M. Gillespie,Mark Joseph,Gillespie,32,1992-03-27,Newcastle upon Tyne,England,England,192 cm,83 kg,false,https://media.api-sports.io/football/players/44912.png
15,42,158694,T. Livramento,Valentino Francisco,Livramento,22,2002-11-12,London,England,England,182 cm,,false,https://media.api-sports.io/football/players/158694.png
15,42,163054,S. Shoretire,Shola Maxwell,Shoretire,20,2004-02-02,Newcastle upon Type,England,England,170 cm,70 kg,false,https://media.api-sports.io/football/players/163054.png
15,42,171058,H. Ashby,Harrison Charles,Ashby,23,2001-11-14,Milton Keynes,England,Scotland,179 cm,,false,https://media.api-sports.io/football/players/171058.png
15,42,282133,J. Hugill,Joseph Brennen,Hugill,21,2003-10-19,Durham,England,England,188 cm,,false,https://media.api-sports.io/football/players/282133.png
15,42,362270,E. Wheatley,Ethan Joseph,Wheatley,18,2006-01-20,,England,England,,,false,https://media.api-sports.io/football/players/362270.png
15,42,365988,A. Harris,Aidan,Harris,18,2006-12-16,Sunderland,England,England,,,false,https://media.api-sports.io/football/players/365988.png
15,42,402524,A. Harrison,Adam,Harrison,18,2006-10-20,,England,England,,,false,https://media.api-sports.io/football/players/402524.png
16,42,18,J. Sancho,Jadon Malik,Sancho,24,2000-03-25,London,England,England,180 cm,76 kg,false,https://media.api-sports.io/football/players/18.png
16,42,174,C. Eriksen,Christian,Dannemann Eriksen,32,1992-02-14,Middelfart,Denmark,Denmark,182 cm,76 kg,false,https://media.api-sports.io/football/players/174.png
16,42,547,D. van de Beek,Donny,van de Beek,27,1997-04-18,Nijkerkerveen,Netherlands,Netherlands,184 cm,76 kg,false,https://media.api-sports.io/football/players/547.png
16,42,747,Casemiro,Carlos Henrique,Casimiro,32,1992-02-23,São José dos Campos,Brazil,Brazil,185 cm,84 kg,false,https://media.api-sports.io/football/players/747.png
16,42,903,S. McTominay,Scott Francis,McTominay,28,1996-12-08,Lancaster,England,Scotland,193 cm,88 kg,false,https://media.api-sports.io/football/players/903.png
16,42,909,M. Rashford,Marcus,Rashford,27,1997-10-31,Manchester,England,England,180 cm,70 kg,false,https://media.api-sports.io/football/players/909.png
16,42,1485,Bruno Fernandes,Bruno Miguel,Borges Fernandes,30,1994-09-08,Maia,Portugal,Portugal,179 cm,66 kg,false,https://media.api-sports.io/football/players/1485.png
16,42,9971,Antony,Antony Matheus,dos Santos,24,2000-02-24,Osasco,Brazil,Brazil,174 cm,63 kg,false,https://media.api-sports.io/football/players/9971.png
16,42,19220,M. Mount,Mason Tony,Mount,25,1999-01-10,Portsmouth,England,England,181 cm,76 kg,false,https://media.api-sports.io/football/players/19220.png
16,42,70078,F. Pellistri,Facundo,Pellistri Rebollo,23,2001-12-20,Montevideo,Uruguay,Uruguay,175 cm,69 kg,false,https://media.api-sports.io/football/players/70078.png
16,42,153434,W. Fish,William Thomas,Fish,21,2003-02-17,,England,England,185 cm,,false,https://media.api-sports.io/football/players/153434.png
16,42,157997,A. Diallo,Amad,Diallo Traoré,22,2002-07-11,Abidjan,Côte d'Ivoire,Côte d'Ivoire,173 cm,72 kg,false,https://media.api-sports.io/football/players/157997.png
16,42,180560,H. Mejbri,Hannibal,Mejbri,21,2003-01-21,,France,Tunisia,177 cm,74 kg,false,https://media.api-sports.io/football/players/180560.png
16,42,284322,K. Mainoo,Kobbie Boateng,Mainoo,19,2005-04-19,Stockport,England,England,175 cm,72 kg,false,https://media.api-sports.io/football/players/284322.png
16,42,284324,A. Garnacho,Alejandro,Garnacho Ferreyra,20,2004-07-01,Madrid,Spain,Argentina,180 cm,73 kg,false,https://media.api-sports.io/football/players/284324.png
16,42,284400,T. Collyer,Tobias Christopher,Collyer,20,2004-01-03,,England,England,,,false,https://media.api-sports.io/football/players/284400.png
16,42,288006,R. Højlund,Rasmus,Winther Højlund,21,2003-02-04,København,Denmark,Denmark,191 cm,86 kg,false,https://media.api-sports.io/football/players/288006.png
16,42,298062,L. Jackson,Louis,Jackson,19,2005-09-18,,England,Scotland,,,false,https://media.api-sports.io/football/players/298062.png
16,42,303010,D. Gore,Daniel,Gore,20,2004-09-26,,England,England,,,false,https://media.api-sports.io/football/players/303010.png
16,42,328098,H. Ogunneye,Habeeb,Ogunneye,19,2005-11-12,,England,England,,,false,https://media.api-sports.io/football/players/328098.png
17,42,526,A. Onana,André,Onana Onana,28,1996-04-02,Nkol Ngok,Cameroon,Cameroon,190 cm,93 kg,false,https://media.api-sports.io/football/players/526.png
17,42,631,P. Foden,Philip Walter,Foden,24,2000-05-28,Stockport,England,England,171 cm,63 kg,false,https://media.api-sports.io/football/players/631.png
17,42,886,Diogo Dalot,José Diogo,Dalot Teixeira,25,1999-03-18,Braga,Portugal,Portugal,183 cm,78 kg,false,https://media.api-sports.io/football/players/886.png
17,42,889,V. Lindelöf,Victor Jörgen,Nilsson-Lindelöf,30,1994-07-17,Västerås,Sweden,Sweden,187 cm,80 kg,false,https://media.api-sports.io/football/players/889.png
17,42,891,L. Shaw,Luke Paul Hoare,Shaw,29,1995-07-12,Kingston upon Thames,England,England,178 cm,80 kg,false,https://media.api-sports.io/football/players/891.png
17,42,1422,J. Doku,Jérémy Baffour,Doku,22,2002-05-27,Borgerhout,Belgium,Belgium,173 cm,66 kg,false,https://media.api-sports.io/football/players/1422.png
17,42,2467,Lisandro Martínez,Lisandro,Martínez,26,1998-01-18,Gualeguay,Argentina,Argentina,175 cm,72 kg,false,https://media.api-sports.io/football/players/2467.png
17,42,2931,T. Heaton,Thomas David,Heaton,38,1986-04-15,Chester,England,England,188 cm,85 kg,false,https://media.api-sports.io/football/players/2931.png
17,42,2935,H. Maguire,Jacob Harry,Maguire,31,1993-03-05,Sheffield,England,England,194 cm,90 kg,false,https://media.api-sports.io/football/players/2935.png
17,42,6009,J. Álvarez,Julián,Álvarez,24,2000-01-31,Calchín,Argentina,Argentina,170 cm,71 kg,false,https://media.api-sports.io/football/players/6009.png
17,42,18772,J. Evans,Jonathan Grant,Evans,36,1988-01-03,Belfast,Northern Ireland,Northern Ireland,188 cm,77 kg,false,https://media.api-sports.io/football/players/18772.png
17,42,18846,A. Wan-Bissaka,Aaron,Wan-Bissaka,27,1997-11-26,London,England,England,183 cm,72 kg,false,https://media.api-sports.io/football/players/18846.png
17,42,37145,T. Malacia,Tyrell Johannes Chicco,Malacia,25,1999-08-17,Rotterdam,Netherlands,Netherlands,170 cm,67 kg,false,https://media.api-sports.io/football/players/37145.png
17,42,50132,A. Bayındır,Altay,Bayındır,26,1998-04-14,Bursa,Türkiye,Türkiye,198 cm,88 kg,false,https://media.api-sports.io/football/players/50132.png
17,42,161948,L. Delap,Liam Rory,Delap,21,2003-02-08,,England,England,,,false,https://media.api-sports.io/football/players/161948.png
17,42,284361,R. Vítek,Radek,Vítek,21,2003-10-24,Vsetín,Czechia,Czechia,198 cm,,false,https://media.api-sports.io/football/players/284361.png
17,42,284363,R. Bennett,Rhys Joseph,Wright Bennett,21,2003-10-30,Manchester,England,England,,,false,https://media.api-sports.io/football/players/284363.png
17,42,284382,D. Mee,Dermot William,Mee,22,2002-11-20,Birmingham,England,Northern Ireland,,,false,https://media.api-sports.io/football/players/284382.png
17,42,288112,W. Kambwala,Willy,Kambwala Ndengushi,20,2004-08-25,,Congo DR,France,,,false,https://media.api-sports.io/football/players/288112.png
17,42,403064,H. Amass,Harry,Amass,17,2007-03-16,,England,England,,,false,https://media.api-sports.io/football/players/403064.png
18,42,5,M. Akanji,Manuel Obafemi,Akanji,29,1995-07-19,Neftenbach,Switzerland,Switzerland,186 cm,91 kg,false,https://media.api-sports.io/football/players/5.png
18,42,23,Sergio Gómez,Sergio,Gómez Martín,24,2000-09-04,Badalona,Spain,Spain,171 cm,68 kg,false,https://media.api-sports.io/football/players/23.png
18,42,44,Rodri,Rodrigo,Hernández Cascante,28,1996-06-22,Madrid,Spain,Spain,190 cm,82 kg,false,https://media.api-sports.io/football/players/44.png
18,42,629,K. De Bruyne,Kevin,De Bruyne,33,1991-06-28,Drongen,Belgium,Belgium,181 cm,68 kg,false,https://media.api-sports.io/football/players/629.png
18,42,636,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,30,1994-08-10,Lisboa,Portugal,Portugal,173 cm,65 kg,false,https://media.api-sports.io/football/players/636.png
18,42,1100,E. Haaland,Erling,Braut Haaland,24,2000-07-21,Leeds,England,Norway,194 cm,88 kg,false,https://media.api-sports.io/football/players/1100.png
18,42,19187,J. Grealish,Jack Peter,Grealish,29,1995-09-10,Birmingham,England,England,180 cm,77 kg,false,https://media.api-sports.io/football/players/19187.png
18,42,41621,Matheus Nunes,Matheus Luiz,Nunes,26,1998-08-27,Rio de Janeiro,Brazil,Portugal,183 cm,78 kg,false,https://media.api-sports.io/football/players/41621.png
18,42,140947,I. Kaboré,Issa,Kaboré,23,2001-05-12,Bobo-Dioulasso,Burkina Faso,Burkina Faso,180 cm,77 kg,false,https://media.api-sports.io/football/players/140947.png
18,42,158696,F. Burns,Finley Jack,Burns,21,2003-06-17,London,England,England,185 cm,,false,https://media.api-sports.io/football/players/158696.png
18,42,158697,J. McAtee,James John,McAtee,22,2002-10-18,,England,England,180 cm,,false,https://media.api-sports.io/football/players/158697.png
18,42,197448,Yan Couto,Yan,Bueno Couto,22,2002-06-03,Curitiba,Brazil,Brazil,168 cm,60 kg,false,https://media.api-sports.io/football/players/197448.png
18,42,278128,J. Wilson-Esbrand,Joshua Darius,Kamani Wilson-Esbrand,22,2002-12-26,,England,England,176 cm,,false,https://media.api-sports.io/football/players/278128.png
18,42,284230,R. Lewis,Rico Henry Mark,Lewis,20,2004-11-21,,England,England,169 cm,,false,https://media.api-sports.io/football/players/284230.png
18,42,284231,M. Hamilton,Micah Philippe Jude,Hamilton,21,2003-11-13,,England,England,,,false,https://media.api-sports.io/football/players/284231.png
18,42,288109,A. Robertson,Alexander Sean Pablo,Robertson,21,2003-04-17,Dundee,Scotland,Australia,182 cm,,false,https://media.api-sports.io/football/players/288109.png
18,42,288699,M. Perrone,Máximo,Perrone,21,2003-01-07,Buenos Aires,Argentina,Argentina,177 cm,68 kg,false,https://media.api-sports.io/football/players/288699.png
18,42,293168,M. Alleyne,Max,Alleyne,19,2005-07-21,,England,England,,,false,https://media.api-sports.io/football/players/293168.png
18,42,328097,Mahamadou Susoho,Mahamadou,Susoho Sissoho,19,2005-01-20,,Spain,Spain,175 cm,,false,https://media.api-sports.io/football/players/328097.png
